id,clause_id,section,predicate,roles,source_method,priority_score,review_status,clause,annotator_notes
c0096-p001,96,11 CONFIDENTIAL INFORMATION,"{""text"": ""apply"", ""lemma"": ""apply"", ""start"": 28, ""end"": 33, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""Such restrictions"", ""start"": 0, ""end"": 17, ""needs_fix"": false}, {""label"": ""Recipient"", ""text"": ""Confidential Information which (a) is already known by the recipient, (b)"", ""start"": 37, ""end"": 110, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,"Such restrictions shall not apply to Confidential Information which (a) is already known by the recipient, (b) becomes, through no act or fault of the recipient, publicly known, (c) is received by recipient from a third party without a restriction on disclosure or use, or (d) is independently developed by recipient without reference to the Confidential Information.",
c0097-p001,97,11 CONFIDENTIAL INFORMATION,"{""text"": ""apply"", ""lemma"": ""apply"", ""start"": 40, ""end"": 45, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""The restriction"", ""start"": 0, ""end"": 15, ""needs_fix"": false}, {""label"": ""Recipient"", ""text"": ""Confidential Information which is required to be disclosed by a court or government agency"", ""start"": 49, ""end"": 139, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,The restriction on disclosure shall not apply to Confidential Information which is required to be disclosed by a court or government agency.,
c0098-p001,98,11 CONFIDENTIAL INFORMATION,"{""text"": ""return"", ""lemma"": ""return"", ""start"": 122, ""end"": 128, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""each party"", ""start"": 106, ""end"": 116, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""all Confidential Information and other deliverables"", ""start"": 129, ""end"": 180, ""needs_fix"": false}, {""label"": ""Recipient"", ""text"": ""the requesting party"", ""start"": 184, ""end"": 204, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""fourteen (14) days of the other party's request"", ""start"": 57, ""end"": 104, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""Upon expiration or termination of this Agreement"", ""start"": 0, ""end"": 48, ""needs_fix"": false}]",transformer_srl+legal_rules,9,needs_review,"Upon expiration or termination of this Agreement, within fourteen (14) days of the other party's request, each party will return all Confidential Information and other deliverables to the requesting party.",
c0099-p001,99,12.1 GOVERNING LAW,"{""text"": ""governed"", ""lemma"": ""govern"", ""start"": 23, ""end"": 31, ""needs_fix"": false}","[{""label"": ""Theme"", ""text"": ""This Agreement"", ""start"": 0, ""end"": 14, ""needs_fix"": false}, {""label"": ""LegalBasis"", ""text"": ""laws of the State of California"", ""start"": 69, ""end"": 100, ""needs_fix"": false}]",transformer_srl+legal_rules,8,needs_review,This Agreement will be governed and construed in accordance with the laws of the State of California without giving effect to conflict of laws principles.,
c0100-p001,100,12.1 GOVERNING LAW,"{""text"": ""submit"", ""lemma"": ""submit"", ""start"": 13, ""end"": 19, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""Both parties"", ""start"": 0, ""end"": 12, ""needs_fix"": false}, {""label"": ""Recipient"", ""text"": ""personal jurisdiction in California"", ""start"": 23, ""end"": 58, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,"Both parties submit to personal jurisdiction in California and further agree that any cause of action arising under this Agreement shall be brought in a court in Orange County, California.",
c0101-p001,101,12.2 SEVERABILITY; HEADINGS,"{""text"": ""continue"", ""lemma"": ""continue"", ""start"": 109, ""end"": 117, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""the remaining provisions"", ""start"": 79, ""end"": 103, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""If any provision herein is held to be invalid or unenforceable for any reason"", ""start"": 0, ""end"": 77, ""needs_fix"": false}]",transformer_srl+legal_rules,4,needs_review,"If any provision herein is held to be invalid or unenforceable for any reason, the remaining provisions will continue in full force without being impaired or invalidated in any way.",
c0102-p001,102,12.2 SEVERABILITY; HEADINGS,"{""text"": ""agree"", ""lemma"": ""agree"", ""start"": 12, ""end"": 17, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""The parties"", ""start"": 0, ""end"": 11, ""needs_fix"": false}]",transformer_srl+legal_rules,5,needs_review,The parties agree to replace any invalid provision with a valid provision that most closely approximates the intent and economic effect of the invalid provision.,
c0103-p001,103,12.3 PUBLICITY,"{""text"": ""made"", ""lemma"": ""make"", ""start"": 17, ""end"": 21, ""needs_fix"": false}","[{""label"": ""Theme"", ""text"": ""request"", ""start"": 0, ""end"": 7, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""no less than three (3) business days"", ""start"": 22, ""end"": 58, ""needs_fix"": false}]",transformer_srl+legal_rules,8,needs_review,request shall be made no less than three (3) business days prior to the requested release date.,
c0104-p001,104,12.3 PUBLICITY,"{""text"": ""withhold"", ""lemma"": ""withhold"", ""start"": 31, ""end"": 39, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""A party"", ""start"": 0, ""end"": 7, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,A party shall not unreasonably withhold or delay the granting of its approval of such materials.,
c0105-p001,105,12.3 PUBLICITY,"{""text"": ""provided"", ""lemma"": ""provide"", ""start"": 23, ""end"": 31, ""needs_fix"": false}","[{""label"": ""Theme"", ""text"": ""such approval"", ""start"": 0, ""end"": 13, ""needs_fix"": false}, {""label"": ""Recipient"", ""text"": ""the other party"", ""start"": 35, ""end"": 50, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""one (1) business day of receipt"", ""start"": 58, ""end"": 89, ""needs_fix"": false}]",transformer_srl+legal_rules,8,needs_review,such approval shall be provided to the other party within one (1) business day of receipt.,
c0106-p001,106,12.4 FORCE MAJEURE,"{""text"": ""excused"", ""lemma"": ""excuse"", ""start"": 301, ""end"": 308, ""needs_fix"": false}","[{""label"": ""Recipient"", ""text"": ""the extent of such prevention, restriction or interference"", ""start"": 334, ""end"": 392, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""Except as otherwise provided"", ""start"": 0, ""end"": 28, ""needs_fix"": false}]",transformer_srl+legal_rules,4,needs_review,"Except as otherwise provided, if performance hereunder (other than payment) is prevented, restricted or interfered with by any act or condition whatsoever beyond the reasonable control of a party (a ""force majeure event""), the party so affected, upon giving prompt notice to the other party, shall be excused from such performance to the extent of such prevention, restriction or interference.",
c0107-p001,107,12.4 FORCE MAJEURE,"{""text"": ""terminate"", ""lemma"": ""terminate"", ""start"": 128, ""end"": 137, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""either party"", ""start"": 111, ""end"": 123, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""this Agreement"", ""start"": 67, ""end"": 81, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""for sixty (60) days or more"", ""start"": 82, ""end"": 109, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""if a force majeure event interferes with the operation of this Agreement for sixty (60) days or more"", ""start"": 9, ""end"": 109, ""needs_fix"": false}]",transformer_srl+legal_rules,14,needs_review,"However, if a force majeure event interferes with the operation of this Agreement for sixty (60) days or more, either party can terminate this Agreement, without penalty.",
c0108-p001,108,12.4 FORCE MAJEURE,"{""text"": ""limit"", ""lemma"": ""limit"", ""start"": 83, ""end"": 88, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""the occurrence"", ""start"": 31, ""end"": 45, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""either party's obligations"", ""start"": 89, ""end"": 115, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""Notwithstanding the foregoing"", ""start"": 0, ""end"": 29, ""needs_fix"": false}]",transformer_srl+legal_rules,6,needs_review,"Notwithstanding the foregoing, the occurrence of any force majeure event shall not limit either party's obligations under Section 9 with respect to any third party claim as to which the other party seeks indemnification.",
c0109-p001,109,12.5 INDEPENDENT CONTRACTORS,"{""text"": ""make"", ""lemma"": ""make"", ""start"": 20, ""end"": 24, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""Neither party"", ""start"": 0, ""end"": 13, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""any warranties or representations on behalf of the other party"", ""start"": 25, ""end"": 87, ""needs_fix"": false}]",transformer_srl+legal_rules,7,needs_review,Neither party shall make any warranties or representations on behalf of the other party.,
c0110-p001,110,12.6 NOTICE,"{""text"": ""given"", ""lemma"": ""give"", ""start"": 31, ""end"": 36, ""needs_fix"": false}","[{""label"": ""Theme"", ""text"": ""hereunder"", ""start"": 12, ""end"": 21, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,Any notices hereunder shall be given to the appropriate party at the address specified below or at such other address as the party shall specify in writing.,
c0111-p001,111,12.6 NOTICE,"{""text"": ""deemed"", ""lemma"": ""deem"", ""start"": 16, ""end"": 22, ""needs_fix"": false}","[{""label"": ""Theme"", ""text"": ""Notice"", ""start"": 0, ""end"": 6, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,Notice shall be deemed given: upon personal delivery.,
c0112-p001,112,11.7 COUNTERPARTS,"{""text"": ""executed"", ""lemma"": ""execute"", ""start"": 22, ""end"": 30, ""needs_fix"": false}","[{""label"": ""Theme"", ""text"": ""This Agreement"", ""start"": 0, ""end"": 14, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,"This Agreement may be executed in one or more counterparts, each of which shall be deemed an original and all of which shall be taken together and deemed to be one instrument.",
c0113-p001,113,12.8 GOOD FAITH,"{""text"": ""agree"", ""lemma"": ""agree"", ""start"": 12, ""end"": 17, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""The parties"", ""start"": 0, ""end"": 11, ""needs_fix"": false}]",transformer_srl+legal_rules,5,needs_review,The parties agree to act in good faith with respect to each provision of this Agreement and any dispute that may arise related hereto.,
c0114-p001,114,12.9 ADDITIONAL DOCUMENTS/INFORMATION,"{""text"": ""agree"", ""lemma"": ""agree"", ""start"": 12, ""end"": 17, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""The parties"", ""start"": 0, ""end"": 11, ""needs_fix"": false}]",transformer_srl+legal_rules,5,needs_review,The parties agree to sign and/or provide such additional documents and/or information as may reasonably be required to carry out the intent of this Agreement and to effectuate its purposes.,
c0115-p001,115,12.10 RIGHTS AND REMEDIES CUMULATIVE,"{""text"": ""be"", ""lemma"": ""be"", ""start"": 45, ""end"": 47, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""The rights"", ""start"": 0, ""end"": 10, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,The rights and remedies provided herein will be cumulative and not exclusive of any other rights or remedies provided by law or otherwise.,
c0116-p001,116,12.11 NONWAIVER,"{""text"": ""deemed"", ""lemma"": ""deem"", ""start"": 139, ""end"": 145, ""needs_fix"": false}","[{""label"": ""Theme"", ""text"": ""No failure"", ""start"": 0, ""end"": 10, ""needs_fix"": false}, {""label"": ""Recipient"", ""text"": ""any extent of that or any other right or obligation"", ""start"": 176, ""end"": 227, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,"No failure or forbearance by either party to exercise any right or insist upon or enforce performance of any obligation hereunder shall be deemed a waiver or relinquishment to any extent of that or any other right or obligation, in that or any other instance.",
c0117-p001,117,12.11 NONWAIVER,"{""text"": ""be"", ""lemma"": ""be"", ""start"": 11, ""end"": 13, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""same"", ""start"": 0, ""end"": 4, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,same shall be and shall remain in full force and effect.,
c0118-p001,118,12.11 NONWAIVER,"{""text"": ""made"", ""lemma"": ""make"", ""start"": 90, ""end"": 94, ""needs_fix"": false}","[{""label"": ""Theme"", ""text"": ""Any waiver"", ""start"": 0, ""end"": 10, ""needs_fix"": false}]",transformer_srl+legal_rules,5,needs_review,Any waiver of any right of a party or any obligation of the other party hereunder must be made in a writing signed by the arty waiving such right or obligation.,
c0119-p001,119,12.12 ENTIRE AGREEMENT,"{""text"": ""supersedes"", ""lemma"": ""supersede"", ""start"": 137, ""end"": 147, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""i-Escrow"", ""start"": 180, ""end"": 188, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""all previous Agreements between i-Escrow and 2TheMart"", ""start"": 148, ""end"": 201, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""January 4 1999"", ""start"": 277, ""end"": 291, ""needs_fix"": false}]",transformer_srl+legal_rules,5,needs_review,"This Agreement contains the entire understanding of the parties hereto with respect to the transactions and matters contemplated hereby, supersedes all previous Agreements between i-Escrow and 2TheMart concerning the subject matter (except for the Confidential Agreement Dated January 4 1999, which shall survive this Agreement).",
c0120-p001,120,12.12 ENTIRE AGREEMENT,"{""text"": ""be"", ""lemma"": ""be"", ""start"": 52, ""end"": 54, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""No amendments"", ""start"": 0, ""end"": 13, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,No amendments or supplements to this Agreement will be effective for any purpose except by a written Agreement signed by the parties.,
c0121-p001,121,12.12 ENTIRE AGREEMENT,"{""text"": ""pays"", ""lemma"": ""pay"", ""start"": 67, ""end"": 71, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""the buyer"", ""start"": 57, ""end"": 66, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""i-Escrow"", ""start"": 72, ""end"": 80, ""needs_fix"": false}]",transformer_srl+legal_rules,7,needs_review,"Once the transaction is acknowledged by the other party, the buyer pays i-Escrow the agreed upon price, by credit card or other means.",
